ts	p	f	e	r	c	l	ec	ep	infap	infaf	infbp	infbf	noInf	app	apf	ppp	ppf	psp	psf	ssp	ssf	tppp	tppf	prp	prf	pprtp	pprtf	shortIntrans	noOo	sepOo	separationAtP	separationAtF	diacExcept	a
1527819202	خیرن شی	kheeran sháy	dirtiness, nastiness, uncleanness, filthiness, foulness	2	n. m.																													2
1527813183	خېل	khel	clan, tribe	3	n. m.																													3
1527812774	خیر	khayr	goodness, blessing, charity, alm	4	n. m.									اخیار	akhyáar																			2
1703857370959	خیر غوښتل	khayr ghwUxtúl	to beg, to ask for alms; to wish well	4	v. dyn. comp. trans.	1527812774	beg, begs, begging, begged																											3
1527812775	خیریت	khayriyát	state of wellness, everything being ok	4	n. m.																													2
1527812412	خېز	khez	jumping, leaping, bob up and down	4	n. m.																													2
1527812776	خدمت	khidmát	service, serving, helping	4	n. m.									خدمات	khidmáat																			3
1527814890	خدمتګار	khidmatgáar	servant	3	n. m. anim. unisex																													2
1527814227	خږ	khiG, khuG	liner, lining, inside liner; understudy, actor's subsitute, stunt-double	2	n. m.																													2
1527819441	خلافت	khilaafát	caliphate	4	n. m.																													2
1589021479153	خلقت	khilqát	creation (also is a person's makeup, the way they were created)	4	n. m.																													2
1527812115	خراج	khiráaj, khraaj	tax, duty (in Arabic/Islamic history)	2	n. m.																													2
1566469201607	خشت	khisht	tile, check, graph paper, window pane, the diamond in playing cards	3	n. m.																													2
1527819699	خصلت	khislát	character, trait, disposition; habit	4	n. m.																													3
1527814257	خطاب	khitáab	address, address (as in speaking)	4	n. m.																													3
1527819976	خیانت	khiyaanát	betrayal, treason	4	n. m.																													2
1527813804	خوب	khob	sleep, dream	4	n. m.																													3
1527822485	خول	khol	helmet, sheath, case, holster; light autumn frosts	3	n. m.																													2
1527819359	خوګ	khoog	pig, swine, hog	2	n. m. anim. unisex																													2
1527814172	خوږ	khooG, khoG	pain, ache, hurt, injury, illness	4	n. m.																													2
1573766517060	خوګلن	khooglún	embers	2	n. m.																													2
1527818987	خورهار	khooruháar	snore, snoring	3	n. m.																													2
1527821831	خوسی	khoosáy	a game where people hop on one leg and try to push the other people over	4	n. m.																													2
1527812399	خوش آمد	khoosh aamád	flattery, complimenting	4	n. m.																													2
1527819361	خوسکی	khooskáy, khoosakáy	calf (animal)	4	n. m.																													2
1527814511	خوی	khooy	character, nature, disposition, habit, attitude	4	n. m.																													3
1577902271755	خور	khor	crust, rind, crustiness, peel	2	n. m.																													3
1527812788	خوراک	khoráak, khwaráak	food	4	n. m.																													3
1713092437117	خوراک ورکول	khoráak warkawúl	to feed	4	v. dyn. comp. trans.	1527812788	feed																											3
1709564011209	خوراک کول	khoráak kawúl	to eat	4	v. dyn. comp. trans.	1527812788	eat																											3
1527822094	خوریی	khorayáy	nephew (sister’s son)	4	n. m. anim. unisex																													2
1588075156748	خوشامند	khoshaamánd	flattery, sucking up to	4	n. m.																													2
1527821025	خراس	khraas	wine press, press, extraction	1	n. m.																													2
1586957421645	خراشکی	khraashkáy	spit, phlegm, egg white	3	n. m.																													2
1577823937547	خرپ	khrap	crackling, crunching (onomatopoeia)	4	n. m.																													2
1584888187563	خسوندر	khswandár, khaswandár	young bull, bull-calf	3	n. m. anim.																													2
1527817743	خداوند	khUdaawúnd	the Lord, God	3	n. m. anim.																													2
1527812801	خلاصون	khlaasóon, khulaasóon	salvation	4	n. m.																													3
1527822391	خلی	khúlay	twig, brushwood, rod; sprout, blade of grass, straw, litter, garbage, trash	3	n. m.																													2
1527818665	خلوص	khUlóos	sincerity, honesty, candour	4	n. m.																													3
1678442168305	خلوت	khilwút, khulwút, khUlwút	isolation, privacy, seclusion		n. m.																													3
1577899514668	خم	khUm, khum	large clay pot for storing liquids, oil, etc.	4	n. m.																													2
1527821481	خمار	khUmáar	being spacy, being "out of it", not being alert or in the moment; drunkenness, hangover; intoxication (from love), languor (in eyes)	4	n. m. / adj.																													2
1527820910	خر	khur	snore, snort, sneeze	3	n. m.																													1
1594218664126	خړ	khUR, khuR	vomit, vomiting, puke, puking, the sound made when puking	3	n. m.																													1
1582390242301	خراری	khUráaray	purring (of a cat)	4	n. m.																													2
1578006062824	خرهار	khuraháar, khurháar	snore, snoring, roar, squeak	4	n. m.																													2
1577384805271	خرهاری	khuraháaray	roar, snoring	4	n. m.																													2
1527818983	خرکی	khurkáy	snore, wheezing, purring	2	n. m.																													2
1527815990	خړوب ګری	khuRob gúray	plaster, mortar	3	n. m.																													2
1527822012	خشونت	khUshoonát	harshness, rudeness	3	n. m.																													2
1527818991	خسوف	khUsóof	lunar eclipse	3	n. m.																													2
1527821036	خصومت	khUsoomát	hostility, aversion, dislike, abhorrence	4	n. m.																													2
1610541514902	خصوصیت	khUsoosiyát	quality, property, specifity, particularity	4	n. m.									خصوصیات	khUsoosiyáat																			2
1586340744267	خسر	khUsúr, khUsÚr	father in law, wife's father	4	n. m. anim.																													2
1527818703	خت	khut	shirt	3	n. m.																													2
1527813894	خټ خټ	khuT khuT	roar of laughter, peal of laughter	3	n. m.																													2
1527822589	خوابدون	khwaabadóon	sadness, feeling upset	4	n. m.																													2
1586341337438	خوابدون	khwaabadóon	grief, sadness, sorrow, distress, offense	3	n. m.																													2
1527820717	خواګرځی	khwaagurdzáy	vomit, vomiting, puke, puking; nausea, sickness	4	n. m.																													2
1527818130	خواهش	khwaahísh	wish, desire, want, aspiration, request	4	n. m.									خواهشات	khwaahisháat																			3
1703655817834	خواهش کول	khwaahísh kawúl	to desire, aspire to, wish, want, request	4	v. dyn. comp. trans.	1527818130	desire																											3
1527812162	خواشین	khwaashéen	grief, vexation	3	n. m.																													2
1527814428	خواست	khwaast	wish, request, supplication, entreaty	4	n. m.																													3
1527811937	خوند	khwand, khwund	taste, flavour, enjoyment, delight	4	n. m.																													3
1709838629770	خوند اخیستل	khwánd akheestúl	to enjoy, take plasure in (له ... نه)																															3
1527823173	خوړ	khwaR	ravine, brook, creek, gully, wash; race ??	3	n. m.																													3
1527816319	خورون	khwaróon	development	1	n. m.																													2
1611400948184	خوړنځی	khwaRundzáy	dining room, cafeteria, lunch room	4	n. m.																													2
1527814508	خوی	khway	wooden spade, a paddle for shoveling snow; wedding	4	n. m.																													2
1527811709	خوځښت	khwudzúxt	movement, stirring, flexibility	4	n. m.																													2
1527812815	خوندیتوب	khwundeetób	safety, security	4	n. m.																													2
1527820718	خوړ	khwuR	vomit, vomiting, puke, puking, the sound made when puking	3	n. m.																													2
1585402832491	خوشوی	khwushóy, khwuswáy	cow, horse, or donkey dung (often plural)	2	n. m.				خوشایه	khwushaayu	خوشای	khwushaay																						2
1527817827	خیال	khyaal, khayáal	thought, fancy, opinion, idea, care	4	n. m.																													3
1708003680880	خیال ساتل	khyaal saatúl	to care, look after, remember	4	v. dyn. comp. trans.	1527817827	care																											3
1708003714794	خیال کول	khyaal kawúl	to care, look after, remember	4	v. dyn. comp. trans.	1527817827	care																											3
1527823336	کپتان	kiptáan	captain (in cricket) (usually کپټان)	4	n. m. anim. unisex																													2
1527823337	کپټان	kipTáan	captain (in cricket)	4	n. m. anim. unisex																													2
1527813201	کردار	kirdáar	conduct, character, behavior, deed, action, role	4	n. m.																													3
1702628551959	کردار ادا کول	kurdáar adaa kawúl, kirdáar adaa kawúl	to act, play a role, impersonate, behave in a manner 	3	v. dyn. comp. trans.	1527813201																												3
1617991068931	کردګار	kirdagáar, kirdgáar	God, the Creator	3	n. m. anim. unisex																													2
1586634804764	کرمچ	kirmích	canvas, sailcloth, tarp, duck (the cloth)	2	n. m.																													2
1577381248174	کشیش	kishéesh, kashéesh	priest	4	n. m. anim. unisex																													2
1527817474	کشمش	kishmísh	kishmish, raisin, seedless grape	4	n. m.																													2
1527817472	کشمشي انګور	kishmishee angóor	the kishmish grape	3	n. m.																													2
1527814513	کشور	kishor	bandage, dressing	3	n. m.																													
1527814512	کشور	kishwár	country, land, region, territory	4	n. m.																													2
1527812817	کتاب	kitáab	book	4	n. m.																													3
1527822824	کتاب ګوټی	kitaab góTay	booklet, notebook	4	n. m.																													2
1675435376131	کتابي اثر	kitaabee asár	printed work		n. m.																													2
1673978528300	کتابپلورنځی	kitaabplorundzáy	bookstore		n. m.																													2
1527821338	کتابتون	kitaabtóon	library	4	n. m.																													2
1664092726747	کلاس روم	klaas róom	classroom	4	n. m.																													2
1622655291910	کلاشینکوف	klaasheenkóf	Kalashnikov (rifle)	4	n. m.																													3
1578330703431	کلاشنیکوف	klaashneekóf	klashnikov rifle	4	n. m.																													2
1527813118	کلک والی	klak wáalay	strength, steadfastness, solidity, staunchness	4	n. m.																													3
1527812818	کلینیک	kleenéek	clinic	4	n. m.																													3
1591804767559	کلیپ	kleep	clip (video)	4	n. m.																													3
1579014499969	کوچ	koch, kooch	migration, roaming	4	n. m.																													2
1527816845	کوډ	koD, kooD	chemical fertilizer, manure, dressing; code; magic, spell ??	4	n. m.																													2
1527816846	کوډ لوبی	koD lóbay, kooD lóbay	magician, illusionist, juggler	2	n. m. anim. unisex																													2
1527820533	کوډ لوبی	koD lóbay, kooD lóbay	illusionist, magician, conjurer; juggler, minstrel	2	n. m. anim. unisex																													2
1527820531	کوډګر	koDgúr	sorcerer	4	n. m. anim. unisex																													2
1586446948449	کوږ	koG	hyena	4	n. m.																													3
1527812064	کوغاتی	koghaatáy	small hole, pit, depression; oven, kiln; hovel, shack	3	n. m.																													2
1527819023	کوهی	koháy	well (for water), shaft	3	n. m.																													3
1527821149	کوک	kok, kook	winding up, tuning (of a musical instrument); cry, howl, yell; stitches	3	n. m.																													2
1575237149875	کوکی	kokáy, kookáy	boy, little boy	4	n. m. anim.																													2
1527811651	کوکنار	koknáar	opium poppy	4	n. m.																													2
1527812821	کومک	komák	help, assistance, support	4	n. m.																													3
1702811038885	کومک کول	komák kawúl	to help, assist	4	v. dyn. comp. trans.	1527812821	help																											3
1703656046453	کومک ورکول	komák warkawúl	to help, assist	4	v. dyn. comp. trans.	1527812821	help																											3
1527820832	کونتینر	kontaynúr, konteenár	container (shipping)		n. m.																													2
1527823743	کوچی	kóochay	young donkey, foal	4	n. m.																													
1527820191	کوچنیوالی	koochneewáalay	childhood, smallness	4	n. m.																													2
1527819200	کود	kood, kod	manure, fertilizer	3	n. m. pl.																													
1527816843	کوغالی	koogháalay	chicken coop	3	n. m.																													2
1527813389	کوژدن	koojzdún, kojzdán	engagement, fiancee	4	n. m.																													3
1527821150	کوک	kook	wild leek, wild onion	1	n. m.																													2
1575237152253	کوکی	kookáy	leek	1	n. m.																													2
1577384162080	کوکو	kookóo	din, shouting; cooing	4	n. m.																													2
1589906546272	کوکومیو	kookoomyáw	owl	4	n. m. anim. unisex																													2
1527821761	کوکړ	kookúR	a long pole to stir the coals (in an oven, kiln, etc.), a kind of pea with small kernels	2	n. m.																													2
1527822522	کولنګ	kooláng, kwuláng	pick (axe), hatchet, pick, hoe; peak, pinnacle	4	n. m.																													2
1527812422	کولولو	koolooloo	a kind of monster, demon or boogeyman that lives in the sand	1	n. m.																													
1675336186782	کولتور	kooltóor	culture		n. m.																													
1579015558826	کومبار	koombáar	potter	2	n. m.																													2
1527812824	کومباری	koombáaray	pottery	2	n. m.																													2
1527818266	کومی	koomáy, kóomay	hump (eg. of a camel)	3	n. m.																													2
1578012385709	کوناټی	koonaaTáy, kwunaaTáy	butt, buttocks, hip	4	n. m.																													1
1527814365	کونچ	koonch, kwunch	corner	0	n. m.																													2
1527819942	کونډی	koonDáy	a man who has been unable to take vengeance on his blood enemy, weak enemy	3	n. m. anim. unisex																													2
1589906322995	کونګ	koong, kwUng, kwung	large owl, northern eagle owl	4	n. m. anim. unisex																													2
1527821111	کونګړ	koongáR	foundation (of a building); a custom done when there are repeated deaths of children in the family in which a earring is put on the newborn and alms are distributed	2	n. m.																													
1589906519830	کونګی	koongáy, kwungáy	owl	4	n. m. anim. unisex																													2
1610617172927	کونګچ	koongúch	echo	2	n. m.																													
1527811277	کونج	koonj	corner, crook, bend, end, tip; convolutions;	4	n. m.																													2
1527815690	کوړ	kooR	gurgle, gurgling, rumbling	2	n. m.																													2
1527815693	کوړ	kooR	leprosy, infectious or contagious disease	4	n. m.																													2
1616922230255	کورکمن	koorkamán, kookmán	turmeric, curcuma	4	n. m.																													3
1527812063	کورکوری	koorkóoray	male turtle-dove; powdered brick used for cleaning metal dishes	2	n. m.																													2
1527813167	کورنش	koornish	low bow, greeting with great respect	2	n. m.																													
1566477276824	کوس	koos	vulva, vagina (vulgar)	4	n. m.																													1
1527819886	کوټی	kooTáy	little donkey, young donkey, foal of a donkey	4	n. m. anim. unisex																													2
1527820067	کوتی	kootáy	corner, nook; dimple; fossula below the knee	1	n. m.																													2
1527820065	کوتی	kootáy, kwutáy	puppy, puppy dog	1	n. m. anim. unisex																													2
1527816639	کوتونی	kootóonay	decorated or dressed up lamb or ox sent by the groom to the bride’s house for the wedding feast	2	n. m.																													2
1527823667	کوی	kooy	itch, itching	1	n. m.																													2
1527812826	کوزه ګر	kooza gúr	potter	3	n. m. anim. unisex																													2
1527812828	کور	kor	house, home	4	n. m.																													3
1527819133	کور ودانی	kor wadaanáy, kor wadáanay	thanks, gratitude, release, dismissal	3	n. m.																													2
1527820527	کوربه توب	korba tób	hosting, hospitality	4	n. m.																													2
1648113031433	کوربتوب	korbatób	hosting, hospitality	4	n. m.																													2
1527812830	کوروالی	korwaalay	sexual intercourse between husband and wife	4	n. m.																													
1527816524	کورزومی	korzóomay	someone who lives with his wife's parents	3	n. m.																													2
1527812831	کوشش	koshísh	effort, trying, work, attempt	4	n. m.																													3
1527821931	کوټ	koT, kooT	fort, stronghold, arsenal; coat, overcoat; stand, rack, pile, stockplie, heap, supply, reserve; alloy	2	n. m.																													3
1527821932	کوټ بند	koT bánd, kooT bánd	hat stand, coat hook, coat rack	4	n. m.																													2
1527812079	کوټک	koTak	neck; chin	1	n. m.																													
1527821873	کوتک	koták	back of the head; staff, cane	3	n. m.																													
1527822309	کوتل	kotál	pass, mountain range	3	n. m.																													2
1527819887	کوټی	koTáy	head, skull, mind, brain	2	n. m.																													2
1527812820	کوښښ	koxúx	effort, trying, work	4	n. m.																													2
1586448762910	کویل	koyl, kwayl	spool, bobbin, reel	2	n. m.																													2
1527817937	کراړک	kraaRák	salted cheese	1	n. m. pl.																													2
1578617097664	کرک	krak	furrow, rut, wheel track, dried and cracked silt	1	n. m.																													2
1527813929	کړن	kRan	action, conduct, behavior, deed	4	n. m.																													
1576369514752	کړنګ	kRang	cling, clatter, noise	4	n. m.																													2
1610617188512	کړنګار	kRangáar	echo	4	n. m.																													2
1527811443	کړنګاوو	kRangaawoo, kRangáaw	doorbell	3	n. m.																													2
1527822778	کړپ	kRap	crash, crack, noise, knock, tap, squeak, creak, flapping sound	3	n. m.																													2
1661858671680	کړپی	kRapáy	rustling, scratching; chitter-catter, idle talk	4	n. m.																													2
1527821329	کرس	kras	sound of cracking, splitting	3	n. m.																													2
1568927074979	کړس	kRas	crackling, chirping (کړس کړس ژړل - to cry really hard)	3	n. m.																													
1527816805	کریم	kreem	cream, toothpaste, medical creams etc.	4	n. m.																													3
1527813397	کرېکټ	krekúT, krekíT	cricket (game/sport)	4	n. m.																													2
1527818564	کرېړی	kreRáy	heavy molasses, thick syrup (made from sugar cane)	2	n. m.																													2
1588783550579	کرسمس	krismás	Christmas	4	n. m.																													2
1576369531087	کړنګ	kRung	a stick attached to livestocks' neck to keep them from running	4	n. m.																													2
1527822742	کړټی	kRúTay, kuRtáy	fold, crease, wrinkle	2	n. m.																													2
1527812834	کچالو	kuchaalóo	Jerusalem artichoke, earth apple (Pakistan); potato (Afghanistan)	4	n. m.																													2
1527817296	کفر	kÚfur	blasphemy	4	n. m.																													3
1527818572	کک	kUk	onion	1	n. m.																													
1578769875936	کلال	kUláal	potter	4	n. m. anim. unisex																													2
1527812836	کلی	kúlay, kílay	village	4	n. m.																													3
1527813460	کلف	kUlf, kluf	lock	4	n. m.																													2
1527820354	کلپ	kUlp	lock (کلف); locked	3	n. m.																													
1527820385	کلپکی	kUlpakáy, klupkáy	small lock (diminutive of کلپ)	4	n. m.																													2
1527823158	کمپوز	kumpóz, kampóz	composition (of music)	3	n. m.																													2
1527821400	کڼ	kuN	snivel, snot	1	n. m.																													2
1578012382491	کناټی	kUnaaTay	butt, buttocks, hip	3	n. m.																													
1527821017	کر	kur	runny poo, liquid feces	1	n. m. anim. unisex																													2
1527821018	کر	kur	squeak, crackle, crack, the sound of cloth being ripped (onomatopoeia)	2	n. m.																													2
1527819633	کرد	kUrd	Kurd	1	n. m.																													
1527818565	کرېړی	kureRáy	mole cricket, Eurasian woodcock	4	n. m.																													2
1578617123067	کرک	kUrk	goat's down	1	n. m.																													
1527814409	کرکمان	kUrkUmáan	turmeric, tumeric, curcuma	3	n. m. pl.																													
1527814408	کرکمن	kUrkUmán	turmeric, tumeric, curcuma	3	n. m. pl.																													2
1527820963	کړندتوب	kRundtób	disorder, lack of coordination, lack of organization, instability, laxity	3	n. m.																													2
1527820962	کړندوالی	kRundwáalay	disorder, lack of coordination, lack of organization, instability, laxity	2	n. m.																													2
1582388629980	کسی	kúsay, kusáy	pupil (of an eye)	4	n. m.																													3
1586446224875	کش و کړپ	kush-U-kRáp	the sound of footsteps, noise	4	n. m.																													2
1527817795	کشکش	kushkush	the sound of footsteps	4	n. m.																													2
1527818990	کسوف	kUsoof	solar eclipse	2	n. m.																													2
1527820924	کټ کټ	kuT kúT	loud laughter, boisterous laughter; with کتل, to stare, gaze fixed	3	n. m.																													2
1527820925	کټکی	kuTkáy	loud laughter, boisterous laughter	4	n. m.																													2
1650479397874	کټکی	kuTkáy	a little bed/charpai	4	n. m.																													2
1527823666	کوی	kuwáy	itch, itching	1	n. m.																													
1527811652	کښت	kuxt	planting, farming	4	n. m.																													2
1527817284	کوړ	kwaR	shaft of a butter-churning staff or beater	3	n. m.																													2
1527819885	کوټی	kwaTáy	wooden bin, crib	2	n. m.																													
1576684705738	کورت	kwrut	kurut, hard, dried balls of yoghurt/cheese curds	4	n. m.																													2
1573681813707	کونداغ	kwundáagh, koondáagh	butt, stock of a rifle/firearem, swaddling clothes	4	n. m.																													2
1527811756	کوني	koonée, kwunee	male prostitute, gay (vulgar), faggot	4	n. m.																													1
1527821034	کونوبی	kwunobáy	sediment, solid matter settled at the bottom of a liquid, material deposited by ice, wind, water	3	n. m.																													
1527820455	کوت	kwut, koot	fold; curly; armpit; a hole in the ground used as shelter for animals	2	n. m.																													2
1527819884	کوټی	kwuTáy, kootáy	corner	3	n. m.																													2
1646129413987	کوتی	kwútay	box, tin, case, crate	4	n. m.																													
1527822901	لعل	la'l	ruby	4	n. m.																													2
1527816556	لعن	la'n	damnation, perdition (Arabic)	2	n. m.																													2
1527816545	لعنت	la'nát	curse, cursing	4	n. m.																													3
1709130580894	لعنت ویل	la'nát wayúl	to curse		v. dyn. comp. trans.	1527816545	curse																											3
1527815684	لاغو	laaghóo, laaghó	skillet for heating butter or cooking oil	2	n. m.																													2
1527816416	لاغورنیکه	laaghwurneekú	great-great-grandfather	4	n. m. anim. unisex																													2
1675281658443	لاهور	laahór	Lahore		n. m.																													2
1527822903	لاجورد	laajwárd	lazulite, lapis lazuli	3	n. m.																													2
1586634724937	لاله سر	laala sar	red-crested pochard (duck)	2	n. m. anim. unisex																													2
1527816512	لالا	laaláa	elder brother, general form of familiar and respectful address	4	n. m. anim.																													2
1527816511	لالاناوې	laalaanaawe	term of address for the wife of an older brother	3	n. f. anim.																													2
1614169779114	لالج	laaláj	animosity, hostility; stubbornness, willfulness, obstinacy	4	n. m.																													2
1527814840	لالچ	laalúch, laalích	greed; antagonism	4	n. m.																													3
1527818550	لامبات	laambáat	refined sugar, fruit drop	2	n. m.																													2
1527812848	لامل	laamíl	cause, reason, factor, motive	3	n. m.																													2
1576611069783	لانت	laanat	curse, cursing	3	n. m.																													
1594204041302	لاندستون	laandistóon	bed, mattress, bedding	2	n. m.																													2
1527816825	لاڼی	laaNáy	jet, spurt, stream	3	n. m.																													2
1527816331	لاپوک	laapóok	bragger, boastful person	4	n. m. anim. unisex																													2
1527822102	لاري والا	laaree waalaa	truck driver, lorry driver	4	n. m. anim. unisex																													2
1527816824	لاړی	láaRay	pole, timber, crossbar; jet, spurt, stream	4	n. m.																													2
1671958522504	لاریون	laaryóon	protest, march, demonstration		n. m.																													2
1527812849	لاس	laas	hand, arm	4	n. m.																													3
1584889713313	لاس ماغو	laas maaghóo	glove	2	n. m.											لاسماغانونه	laasmaaghaanoona																	2
1527817139	لاس پړک	laas pRak	clapping, applause, cheering	3	n. m.																													2
1527816325	لاس روغبړ	laas roghbáR	shaking hands, handshake	3	n. m.																													2
1616998194988	لاس څپوڼی	laas tsapóNay	napkin, handkerchief, hand towel	4	n. m.																													
1527811355	لاسي چراغ	laasee chiráagh	flashlight	2	n. m.																													
1591007374132	لاش	laash	corpse, dead body	4	n. m.																													3
1527819613	لاسلیک	laasléek	signature	4	n. m.																													2
1527816765	لاسنیوی	laasneewáy	hand-holding, help, assistance	3	n. m.																													2
1616998102082	لاسپاک	laaspáak	handkerchief, napkin, hand towel	3	n. m.																													2
1527819078	لاسپوچی	laaspocháy	puppet	3	n. m.																													
1527819080	لاسپوچی حکومت	laaspocháy hUkoomát	puppet state, puppet government, puppet regime	4	n. m.																													
1527819079	لاسپوڅی	laaspotsáy	puppet	4	n. m.																													2
1573149568665	لاسرسی	laasrasáy	access, availability	4	n. m.																													2
1661859266921	لاستی	laastáy	handle, crank	4	n. m.																													2
1650697098994	لاسوند	laaswánd	document, file, data file (on computers), bill, record, proof	4	n. m.																													2
1527814411	لاسیوی	laasyaway	unity, coalition, union	3	n. m.																													
1527820563	لاټېن	laaTén	lamp, lantern	4	n. m.																													2
1584518018697	لاټو	laaTóo	spinning top (toy)	4	n. m.																													2
1527822403	لایسنس	laaysáns, laaysíns	license	3	n. m.																													3
1527820993	لایټر	laayTúr	lighter (ie. cigarette lighter)	3	n. m.																													2
1588782762475	لایتر	laaytúr	lighter (ie. cigarette lighter)	3	n. m.																													2
1527818551	لبلبو	lablabóo	beet	4	n. m.																													3
1584638208676	لچک	lachak	kerchief, decorative head covering	3	n. m.																													
1527822456	لفظ	lafz	word, expression, form (of a literary work)	4	n. m.									الفاظ	alfáaz																			3
1527822318	لګ لګ	lag lág	crane	2	n. m.																													
1527822515	لګن	lagán	basin, copper basin, big plate (of food)	3	n. m.																													2
1527818811	لغم	laghm, lághum	mine, land-mine	4	n. m.																													2
1527817951	لغزش	laghzísh	sliding, failure	4	n. m.																													2
1527812850	لګښت	lagúxt	cost, expense	4	n. m.																													3
1527815038	لحد	lahád	grave, the inner niche of the grave where the body is placed	4	n. m.																													2
1527820975	لحن	lahan	tone (of speech), intonation	2	n. m.									الحان	alháan																			2
1527820522	لهر	lahur	a deep and wide basin (geography)	1	n. m.																													2
1527818407	لهو	lahw	fun, enjoyment, entertainment, play	3	n. m.																													2
1624352678471	لکچر	lakchár	lecture	4	n. m.																													2
1527811447	لخک	lakhák	hinge (door)	2	n. m.																													2
1527823078	لخچک	lakhchák	toboggan, sled; skating	3	n. m.																													2
1527811836	لکۍ وال ستوری	lakuy waal storay	comet	3	n. m.																													
1527821672	لمبر	lambár	number	4	n. m.																													2
1527818516	لمبېده	lambedú	swimming, bathing	4	n. m.																													2
1527816477	لمبی	lambáy	candle, lamp	3	n. m.																													2
1527813809	لمونځ	lmoondz, lamóondz	Muslim ritual prayers (namaz, salah, salat)	4	n. m.				لمانځه	lamaandzu	لمنځ	lamandz				لمونځونه	lamoondzóona																	2
1527822100	لمس	lams	touching, motivation, instigation	3	n. m.																													
1527819427	لندن	landán	London	4	n. m.																													2
1527816187	لنډیز	lanDéez	summary	4	n. m.																													2
1527820742	لنګر	langár	anchor; weight, load, burden, influence	4	n. m.																													3
1574809460867	لپکی	lapakáy, lapkáy	diminutive of لپه	3	n. m.																													2
1576374819712	لپړ	lapáR	flat pebble used in pitch-and-toss/coin-toss ??; shivering, shaking (from the cold)	3	n. m.																													2
1527817925	لپیت	lapéet, lpeet	whey	2	n. m. pl.																													2
1527817126	لپړی	lapRáy	mud, sludge, wet earth	4	n. m.																													2
1527823286	لقب	laqáb	title, rank, designation; nickname	3	n. m.									القاب	alqáab																			3
1527815492	لړ	laR	series, range, line, row, chain	3	n. m.																													2
1527823604	لړه غومی	laRa ghóomay	robbery, theft	3	n. m.																													2
1527811884	لړم	laRám	scorpion	4	n. m. anim.																													2
1527811891	لړم بوټی	laRam bóoTay, laRam bóTay	Doronicum (a plant that heals scorpion bites)	2	n. m.																													2
1527813875	لری	láray	first stomach of a ruminant, entrails	4	n. m.																													2
1527817464	لرګی	largáy	wood, timber	4	n. m.																													3
1527816960	لرغون	larghóon	old times, ancient time, antiquity	4	n. m.																													2
1614082254680	لرلید	larléed	outlook, perspective, view, landscape	4	n. m.																													2
1527823498	لړماچ	laRmáach	intestines, guts, bowels (لړمون)	2	n. m.																													2
1585741922846	لړماښ	laRmáax	intestines, guts, bowels (لړمون)	3	n. m.																													2
1527823497	لړمون	laRmóon	intestines, guts, bowels	3	n. m.				لړمانه	laRmaanu	لړمن	laRman																						2
1527812029	لړومی	laRóomay	poker, shovel	2	n. m.																													2
1527812030	لړونی	laRoonay, laRawúnay	poker, shovel	4	n. m.																													2
1579105042332	لسګون	lasgóon	a ten Afghani note	4	n. m.																													2
1527822801	لستوڼی	lastóNay	sleeve	4	n. m.																													3
1527813382	لټپېر	laTpér	piling, pile-on	2	n. m.																													2
1527811853	لټون	laTóon	search, inspection	4	n. m.																													3
1527813995	لو	law, lau, lo	harvesting, reaping, hay-making; mowed, reaped, harvested	4	n. m.																													3
1646991662084	لونګ	lawáng	clove (spice)	4	n. m.																													2
1665385472160	لوډسپیکر	lawDspeekúr	loudspeaker, speaker (electronic)	4	n. m.																													2
1527813354	لوړکی	lawRúkay	truncheon, baton, tube, pipe, flick	2	n. m.																													
1579107420295	لوړ	lawúR, lUwúR, looR	cane, walking-stick, stake, baton, picket	4	n. m.																													3
1527813712	لښکر	laxkár	soldier, warrior; army	4	n. m. anim. unisex																													3
1527812416	لښتی	laxtáy	brook, rivulet, small irrigation	4	n. m.																													3
1527819377	لښتی	laxtáy	ditch; dancer, acrobat, magician, juggler; almond; forfeit; kernal	3	n. m.																													3
1574868340750	لېچ	lech	forearm; butt/stock (on a rifle)	2	n. m.																													
1574866244874	لیچ	leech	conjunctivitis, pink-eye	3	n. m.																													2
1527819594	لید	leed	viewpoint, view, sight, insight	3	n. m.																													2
1527823103	لیدلوری	leedlóray	perspective, viewpoint	3	n. m.																													2
1527823401	لیف	leef	fiber	2	n. m.									الیاف	alyaaf																			2
1527813864	لیک	leek	letter, writing, paper	2	n. m.																													3
1663958185155	لیکدود	leekdóod	spelling	4	n. m.																													2
1621114312999	لیکی	leekay	book	0	n. m.																													
1571525526237	لیلام	leeláam	auction, bidding	3	n. m.																													2
1571525624339	لیلام چي	leelaam chée	auctioneer	3	n. m.																													2
1527812857	لیمو	leemóo	lemon	3	n. m.																													2
1576946739873	لیمڅی	leemtsáy	felt rug	4	n. m.																													2
1527819909	لیت	leet	Himalayan Pine	2	n. m.																													2
1588160568805	لېفت	left	lift, elevator	4	n. m.																													2
1527820830	لېږد رالېږد	leGd raaléGd	transportation, sending back and forth	2	n. m.																													2
1527821833	لېنګی	lengáy	the leg from thigh to sole	3	n. m.																													2
1578014532841	لېټرین	leTréen	latrine	3	n. m.																													2
1611066503215	لېو	lew	plaster, plastering, coating	4	n. m.																													2
1527813862	لېونتوب	lewantób	madness, craziness, lunacy	4	n. m.																													3
1635621983761	لېونتون	lewantóon	mental hospital, insane asylump	4	n. m.																													
1527816388	لېور	lewár	brother in law; husband's brother	4	n. m. anim.																													3
